Player_X,Player_Y,Opponent_X,Opponent_Y,Score_Situation,Shuttle_Difficulty,Recommended_Shot
3.47,5.74,3.71,6.78,Mid,Easy,Drop
8.22,1.41,9.61,8.52,Mid,Hard,Smash
4.35,9.83,9.65,3.62,Pressure,Medium,Drop
4.65,11.06,5.92,4.32,Early,Easy,Clear
4.51,10.06,5.7,8.95,Mid,Easy,Smash
3.25,6.53,3.55,3.46,Mid,Hard,Clear
2.76,0.14,9.48,1.15,Pressure,Medium,Drop
4.89,10.16,6.91,8.66,Mid,Medium,Clear
0.93,2.97,6.92,4.1,Pressure,Medium,Drop
4.73,7.11,4.26,10.0,Mid,Medium,Clear
4.54,4.11,2.31,9.67,Mid,Easy,Clear
5.36,10.21,1.85,2.9,Mid,Medium,Drop
7.25,13.09,5.25,3.79,Early,Easy,Drop
2.96,4.84,3.02,9.49,Early,Medium,Drop
9.74,7.42,6.97,1.69,Mid,Easy,Drop
8.73,7.69,4.69,5.9,Early,Easy,Drop
9.41,6.4,8.22,5.37,Early,Hard,Clear
0.54,2.0,5.63,4.07,Early,Easy,Drop
4.16,7.99,6.18,10.39,Mid,Medium,Drop
2.97,7.89,4.29,7.62,Early,Hard,Clear
0.99,10.22,6.26,3.55,Early,Easy,Drop
2.4,7.4,1.57,5.47,Pressure,Hard,Clear
0.33,3.86,2.83,11.52,Early,Hard,Smash
9.24,10.56,6.25,8.86,Early,Medium,Drop
5.45,8.68,9.08,11.08,Early,Easy,Smash
7.93,7.97,8.24,12.34,Mid,Easy,Drop
6.89,9.38,9.43,6.71,Mid,Medium,Smash
5.98,11.92,7.35,8.09,Early,Easy,Clear
6.74,11.53,5.87,0.28,Pressure,Medium,Drop
5.76,10.23,1.75,6.95,Mid,Medium,Smash
5.85,8.51,4.92,1.22,Mid,Medium,Drop
3.33,8.98,8.58,4.42,Pressure,Medium,Drop
6.63,5.37,7.6,0.49,Early,Medium,Clear
3.23,13.0,4.04,6.9,Early,Hard,Clear
8.69,6.19,0.54,6.95,Pressure,Medium,Clear
4.42,0.69,2.67,1.76,Mid,Medium,Drop
8.81,6.5,0.29,8.44,Early,Hard,Drop
5.51,7.4,0.93,13.3,Early,Medium,Drop
6.48,2.06,9.33,3.91,Pressure,Medium,Drop
4.15,6.47,4.72,6.12,Early,Medium,Drop
9.22,6.81,8.79,11.58,Mid,Medium,Drop
9.34,6.8,8.21,3.79,Mid,Hard,Clear
6.6,11.59,4.47,6.49,Mid,Hard,Clear
7.63,5.05,9.33,11.65,Pressure,Easy,Smash
5.72,3.13,7.76,0.58,Pressure,Medium,Drop
7.05,10.87,3.86,8.89,Pressure,Easy,Smash
0.37,6.73,5.9,11.65,Mid,Easy,Clear
9.1,0.21,1.44,11.67,Early,Easy,Drop
9.69,4.54,6.93,8.71,Mid,Hard,Clear
3.8,4.24,7.19,10.18,Pressure,Easy,Smash
6.17,3.15,6.84,3.85,Early,Hard,Smash
4.34,1.32,6.34,11.69,Mid,Easy,Drop
9.03,0.62,7.96,3.93,Mid,Medium,Drop
1.46,7.12,5.66,10.62,Early,Easy,Smash
6.09,5.13,6.83,6.67,Pressure,Easy,Smash
2.32,8.55,4.6,8.94,Mid,Medium,Clear
5.47,0.99,9.45,13.23,Mid,Hard,Drop
6.9,6.12,3.02,13.39,Mid,Easy,Smash
3.81,4.81,2.96,9.37,Early,Hard,Clear
0.08,11.59,7.78,13.05,Pressure,Hard,Clear
4.97,12.12,2.86,10.7,Pressure,Medium,Smash
1.9,3.36,7.56,10.28,Pressure,Easy,Drop
9.03,8.66,3.09,5.91,Pressure,Medium,Clear
1.31,12.19,3.27,5.57,Early,Easy,Smash
8.76,4.9,5.02,3.65,Early,Medium,Clear
9.67,3.95,8.7,10.78,Mid,Easy,Smash
9.67,11.53,7.24,13.13,Pressure,Medium,Smash
3.95,3.54,1.24,4.94,Pressure,Hard,Clear
2.62,5.11,6.39,4.98,Pressure,Easy,Smash
4.71,8.3,9.43,4.4,Pressure,Easy,Smash
6.48,8.51,4.64,9.39,Pressure,Medium,Smash
1.4,12.68,3.04,6.6,Early,Easy,Smash
1.36,6.08,6.7,9.96,Pressure,Medium,Clear
7.42,2.07,4.15,1.33,Mid,Hard,Drop
9.39,3.75,6.9,2.91,Mid,Easy,Drop
0.99,9.19,5.44,13.1,Mid,Easy,Drop
2.76,12.97,9.49,11.04,Early,Hard,Clear
2.12,8.57,9.71,0.68,Mid,Easy,Drop
9.89,10.55,2.05,11.12,Pressure,Easy,Smash
5.86,10.89,2.33,10.38,Pressure,Easy,Smash
2.77,13.19,9.88,7.24,Early,Easy,Smash
0.26,0.2,7.9,3.19,Mid,Easy,Smash
0.52,9.94,5.26,9.99,Mid,Medium,Clear
5.13,1.46,5.04,12.67,Early,Hard,Clear
5.21,6.14,9.64,0.82,Mid,Medium,Drop
4.26,1.45,7.12,5.94,Early,Medium,Drop
6.08,0.88,2.75,8.48,Pressure,Hard,Clear
3.25,13.33,5.31,6.08,Pressure,Medium,Smash
7.02,11.43,6.51,10.3,Pressure,Easy,Smash
4.3,11.9,4.14,11.09,Mid,Medium,Clear
3.13,4.19,2.55,12.78,Pressure,Medium,Smash
0.91,1.14,4.32,9.98,Mid,Easy,Drop
5.86,7.53,3.3,1.64,Mid,Hard,Clear
4.23,12.27,0.51,3.85,Mid,Medium,Drop
1.04,6.8,1.55,6.46,Early,Medium,Clear
1.15,3.73,2.26,5.75,Pressure,Hard,Clear
6.14,8.61,0.26,12.45,Pressure,Medium,Smash
1.8,9.42,3.09,4.55,Early,Easy,Smash
5.66,5.37,1.42,8.48,Early,Easy,Clear
5.3,5.04,4.54,2.11,Mid,Hard,Clear
9.41,7.99,8.83,2.08,Pressure,Easy,Smash
6.74,3.65,6.62,6.51,Mid,Medium,Drop
2.73,10.12,1.14,5.76,Mid,Hard,Clear
6.78,6.52,6.67,0.61,Mid,Hard,Drop
2.04,12.67,7.67,10.24,Mid,Medium,Smash
4.97,5.77,1.29,7.14,Early,Hard,Clear
6.68,4.75,3.97,9.94,Mid,Easy,Drop
9.21,11.55,5.76,7.68,Pressure,Hard,Clear
4.18,1.54,0.21,4.35,Pressure,Medium,Drop
8.32,12.32,0.88,11.32,Early,Medium,Clear
5.24,5.3,3.1,4.55,Mid,Easy,Smash
5.1,1.53,5.1,12.14,Mid,Medium,Drop
7.27,10.97,8.15,3.17,Early,Medium,Drop
1.73,2.05,7.59,1.01,Pressure,Medium,Drop
4.64,7.55,5.79,9.13,Pressure,Hard,Clear
6.25,11.58,6.27,2.02,Early,Medium,Clear
6.31,10.67,5.91,4.72,Early,Medium,Clear
4.52,0.76,8.32,1.03,Early,Hard,Clear
5.07,6.2,5.54,10.61,Early,Medium,Drop
3.22,6.37,1.51,0.83,Early,Medium,Drop
5.05,2.31,2.48,5.87,Mid,Hard,Clear
6.1,4.88,9.18,5.19,Mid,Hard,Clear
7.89,8.67,0.66,1.27,Pressure,Medium,Drop
2.84,9.7,6.57,12.14,Early,Medium,Drop
5.83,1.9,3.5,12.97,Pressure,Hard,Clear
3.92,7.97,9.38,4.15,Mid,Hard,Clear
8.13,8.98,8.29,9.9,Pressure,Hard,Drop
6.7,6.81,0.18,4.14,Early,Medium,Clear
1.92,13.4,1.55,3.96,Early,Hard,Clear
7.71,11.19,8.84,0.51,Mid,Hard,Clear
1.31,5.05,1.62,11.14,Pressure,Easy,Smash
7.21,0.59,3.64,9.64,Mid,Hard,Drop
7.52,10.5,2.34,3.2,Mid,Easy,Drop
3.68,12.69,9.84,6.19,Mid,Medium,Clear
4.19,2.17,2.0,8.1,Mid,Easy,Drop
8.74,7.43,1.03,11.33,Early,Medium,Drop
7.63,3.66,9.05,1.97,Mid,Easy,Drop
2.22,6.05,3.5,0.36,Early,Medium,Clear
2.36,13.33,3.75,0.38,Early,Hard,Clear
6.5,10.6,1.38,3.84,Mid,Hard,Clear
8.31,10.17,4.69,8.25,Early,Easy,Clear
8.35,7.35,7.27,7.07,Early,Medium,Drop
3.01,0.64,4.2,10.64,Mid,Easy,Smash
9.05,8.0,0.16,6.91,Early,Hard,Drop
4.29,8.24,2.41,5.58,Pressure,Hard,Drop
9.75,0.91,5.26,6.8,Pressure,Hard,Clear
0.2,11.7,0.44,5.18,Mid,Medium,Clear
3.57,0.91,2.41,8.81,Early,Hard,Clear
7.57,1.79,3.52,4.54,Pressure,Easy,Drop
6.85,13.14,4.79,2.44,Early,Easy,Drop
7.16,12.64,0.37,2.7,Early,Easy,Drop
3.16,4.16,3.98,10.93,Mid,Medium,Smash
7.53,2.56,3.57,10.46,Pressure,Medium,Drop
2.73,10.71,4.37,5.36,Mid,Medium,Smash
1.87,9.27,3.67,10.68,Mid,Easy,Clear
4.24,5.77,9.95,2.42,Mid,Medium,Drop
1.03,4.39,2.96,5.98,Pressure,Medium,Smash
6.9,4.71,0.42,11.66,Mid,Hard,Clear
2.75,13.13,9.48,1.01,Pressure,Medium,Drop
3.63,10.73,6.79,12.77,Early,Hard,Clear
6.78,5.87,1.26,3.16,Pressure,Medium,Drop
3.62,12.72,0.32,2.06,Mid,Medium,Drop
3.72,10.23,5.74,7.09,Mid,Medium,Clear
2.5,1.52,7.36,6.69,Mid,Hard,Smash
2.62,3.49,4.46,13.35,Mid,Hard,Drop
2.0,1.82,0.74,2.31,Pressure,Medium,Drop
9.97,10.86,9.68,13.22,Pressure,Medium,Clear
5.5,3.89,3.0,2.11,Pressure,Hard,Clear
6.38,10.64,5.09,1.63,Early,Easy,Drop
2.37,6.62,3.61,7.67,Mid,Hard,Drop
8.84,0.88,3.98,9.61,Mid,Hard,Drop
7.69,11.03,0.74,13.03,Pressure,Easy,Smash
4.5,9.11,3.45,11.76,Pressure,Hard,Clear
7.68,1.73,5.03,11.63,Early,Hard,Smash
3.04,2.17,9.35,3.02,Pressure,Medium,Drop
8.46,3.36,6.35,7.38,Early,Hard,Drop
6.14,1.25,6.41,7.93,Pressure,Easy,Smash
6.24,12.09,3.38,12.38,Early,Easy,Smash
0.81,12.71,7.71,3.55,Early,Hard,Clear
4.17,8.56,4.98,8.4,Mid,Hard,Clear
4.83,10.78,6.85,3.99,Early,Hard,Clear
0.6,5.89,4.84,2.73,Pressure,Easy,Smash
3.13,9.63,7.34,11.53,Mid,Easy,Smash
7.61,6.9,1.06,3.24,Early,Medium,Clear
2.48,1.3,2.9,5.15,Pressure,Medium,Drop
2.48,11.6,1.6,4.39,Pressure,Hard,Clear
3.13,10.23,4.98,6.9,Mid,Medium,Clear
0.9,5.27,4.57,3.23,Pressure,Medium,Drop
0.49,3.77,5.98,11.29,Pressure,Medium,Drop
2.86,0.11,1.07,1.79,Mid,Hard,Drop
7.64,4.9,4.01,7.64,Early,Medium,Clear
0.74,6.76,7.64,3.75,Pressure,Hard,Clear
1.29,1.3,3.73,13.22,Pressure,Medium,Drop
7.55,2.67,5.09,6.7,Early,Easy,Smash
3.33,6.35,4.57,8.12,Pressure,Easy,Smash
3.28,8.22,1.63,13.27,Pressure,Medium,Clear
3.36,11.1,5.32,9.5,Mid,Medium,Clear
3.68,9.03,9.8,7.82,Pressure,Hard,Clear
5.97,3.56,6.56,13.03,Pressure,Hard,Clear
2.28,0.69,4.8,7.02,Pressure,Hard,Clear
7.75,5.09,8.22,3.25,Pressure,Hard,Drop
0.19,4.2,1.51,9.25,Mid,Hard,Clear
9.21,11.7,7.36,0.83,Early,Hard,Clear
2.07,4.36,6.62,7.04,Mid,Easy,Drop
9.12,4.59,3.54,10.34,Pressure,Hard,Clear
